,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
14796,slow transition,Equal - mean Way et al. (2022),204.27850266162466
14797,slow transition,Equal - mean Way et al. (2022),186.16087884483306
14798,slow transition,Equal - mean Way et al. (2022),216.08270609635176
14799,slow transition,Equal - mean Way et al. (2022),194.60687846056013
14800,slow transition,Equal - mean Way et al. (2022),219.38505979391053
14801,slow transition,Equal - mean Way et al. (2022),158.84280444894662
14802,slow transition,Equal - mean Way et al. (2022),198.5414544263936
14803,slow transition,Equal - mean Way et al. (2022),196.01889551859531
14804,slow transition,Equal - mean Way et al. (2022),190.47996457600195
14805,slow transition,Equal - mean Way et al. (2022),205.49143737455756
14806,slow transition,Equal - mean Way et al. (2022),183.8914825298472
14807,slow transition,Equal - mean Way et al. (2022),192.0503608630522
14808,slow transition,Equal - mean Way et al. (2022),176.9108644176169
14809,slow transition,Equal - mean Way et al. (2022),174.10740477058047
14810,slow transition,Equal - mean Way et al. (2022),213.69603374364118
14811,slow transition,Equal - mean Way et al. (2022),210.11031866463856
14812,slow transition,Equal - mean Way et al. (2022),179.81662932237884
14813,slow transition,Equal - mean Way et al. (2022),191.43312760837736
14814,slow transition,Equal - mean Way et al. (2022),200.0951497875415
14815,slow transition,Equal - mean Way et al. (2022),175.46677667619662
14816,slow transition,Equal - mean Way et al. (2022),205.43914636891768
14817,slow transition,Equal - mean Way et al. (2022),278.50417453347666
14818,slow transition,Equal - mean Way et al. (2022),209.22312338330485
14819,slow transition,Equal - mean Way et al. (2022),196.44282234071585
14820,slow transition,Equal - mean Way et al. (2022),168.8830644299162
14821,slow transition,Equal - mean Way et al. (2022),213.7017923645754
14822,slow transition,Equal - mean Way et al. (2022),192.7513140111395
14823,slow transition,Equal - mean Way et al. (2022),181.11359389653526
14824,slow transition,Equal - mean Way et al. (2022),193.28750390433362
14825,slow transition,Equal - mean Way et al. (2022),187.00510223836903
14826,slow transition,Equal - mean Way et al. (2022),200.00819415788095
14827,slow transition,Equal - mean Way et al. (2022),168.62554164666355
14828,slow transition,Equal - mean Way et al. (2022),239.83590794338875
14829,slow transition,Equal - mean Way et al. (2022),175.77258184645166
14830,slow transition,Equal - mean Way et al. (2022),200.6008202847189
14831,slow transition,Equal - mean Way et al. (2022),213.01293591034207
14832,slow transition,Equal - mean Way et al. (2022),186.52293706028675
14833,slow transition,Equal - mean Way et al. (2022),205.25881595532985
14834,slow transition,Equal - mean Way et al. (2022),226.0805340582185
14835,slow transition,Equal - mean Way et al. (2022),193.7168716085445
14836,slow transition,Equal - mean Way et al. (2022),195.02477377116563
14837,slow transition,Equal - mean Way et al. (2022),210.6650961817236
14838,slow transition,Equal - mean Way et al. (2022),183.36804747743867
14839,slow transition,Equal - mean Way et al. (2022),221.3504484862426
14840,slow transition,Equal - mean Way et al. (2022),176.54728581139915
14841,slow transition,Equal - mean Way et al. (2022),184.70946809993825
14842,slow transition,Equal - mean Way et al. (2022),195.0004172089802
14843,slow transition,Equal - mean Way et al. (2022),196.96988984510693
14844,slow transition,Equal - mean Way et al. (2022),220.90827080536772
14845,slow transition,Equal - mean Way et al. (2022),179.04552157176337
14846,slow transition,Equal - mean Way et al. (2022),178.8337787936025
14847,slow transition,Equal - mean Way et al. (2022),212.67236717088005
14848,slow transition,Equal - mean Way et al. (2022),183.01730128695087
14849,slow transition,Equal - mean Way et al. (2022),222.9216818507177
14850,slow transition,Equal - mean Way et al. (2022),183.5314413135067
14851,slow transition,Equal - mean Way et al. (2022),227.40061183833868
14852,slow transition,Equal - mean Way et al. (2022),174.844894495363
14853,slow transition,Equal - mean Way et al. (2022),188.778692576868
14854,slow transition,Equal - mean Way et al. (2022),187.27641753495143
14855,slow transition,Equal - mean Way et al. (2022),225.87906454307043
14856,slow transition,Equal - mean Way et al. (2022),217.75885118098674
14857,slow transition,Equal - mean Way et al. (2022),197.35603811576038
14858,slow transition,Equal - mean Way et al. (2022),206.6037888386828
14859,slow transition,Equal - mean Way et al. (2022),188.18344714505187
14860,slow transition,Equal - mean Way et al. (2022),157.82419047387089
14861,slow transition,Equal - mean Way et al. (2022),204.35228672318723
14862,slow transition,Equal - mean Way et al. (2022),169.8906103132195
14863,slow transition,Equal - mean Way et al. (2022),197.00287799999694
14864,slow transition,Equal - mean Way et al. (2022),190.52313392405375
14865,slow transition,Equal - mean Way et al. (2022),209.65613766164412
14866,slow transition,Equal - mean Way et al. (2022),191.91467066216978
14867,slow transition,Equal - mean Way et al. (2022),184.93048785940803
14868,slow transition,Equal - mean Way et al. (2022),193.58908602681143
14869,slow transition,Equal - mean Way et al. (2022),195.34616700735538
14870,slow transition,Equal - mean Way et al. (2022),207.66170961485886
14871,slow transition,Equal - mean Way et al. (2022),168.347508101772
14872,slow transition,Equal - mean Way et al. (2022),190.92373315293335
14873,slow transition,Equal - mean Way et al. (2022),204.98263172750376
14874,slow transition,Equal - mean Way et al. (2022),189.72079909752443
14875,slow transition,Equal - mean Way et al. (2022),222.84385858113956
14876,slow transition,Equal - mean Way et al. (2022),165.4580808490886
14877,slow transition,Equal - mean Way et al. (2022),232.72846105633377
14878,slow transition,Equal - mean Way et al. (2022),178.0174060540177
14879,slow transition,Equal - mean Way et al. (2022),199.81173143766375
14880,slow transition,Equal - mean Way et al. (2022),180.080119009754
14881,slow transition,Equal - mean Way et al. (2022),234.26862583301167
14882,slow transition,Equal - mean Way et al. (2022),172.3794500435629
14883,slow transition,Equal - mean Way et al. (2022),191.72464917549806
14884,slow transition,Equal - mean Way et al. (2022),168.08617669700445
14885,slow transition,Equal - mean Way et al. (2022),190.07731874600915
14886,slow transition,Equal - mean Way et al. (2022),200.21489035887075
14887,slow transition,Equal - mean Way et al. (2022),216.64975828962199
14888,slow transition,Equal - mean Way et al. (2022),169.41897718939683
14889,slow transition,Equal - mean Way et al. (2022),194.975535290315
14890,slow transition,Equal - mean Way et al. (2022),193.08165621168635
14891,slow transition,Equal - mean Way et al. (2022),184.5921196831218
14892,slow transition,Equal - mean Way et al. (2022),193.58126577937662
14893,slow transition,Equal - mean Way et al. (2022),215.52793089807486
14894,slow transition,Equal - mean Way et al. (2022),189.5163632436482
14895,slow transition,Equal - mean Way et al. (2022),181.9516205826203
14896,slow transition,Equal - mean Way et al. (2022),178.79895718915878
14897,slow transition,Equal - mean Way et al. (2022),193.00944439748034
14898,slow transition,Equal - mean Way et al. (2022),184.51972465082463
14899,slow transition,Equal - mean Way et al. (2022),191.1614724758411
14900,slow transition,Equal - mean Way et al. (2022),182.96149308804146
14901,slow transition,Equal - mean Way et al. (2022),201.95085119977546
14902,slow transition,Equal - mean Way et al. (2022),238.3314044259715
14903,slow transition,Equal - mean Way et al. (2022),197.75404517727404
14904,slow transition,Equal - mean Way et al. (2022),174.4165843363071
14905,slow transition,Equal - mean Way et al. (2022),191.42050074885756
14906,slow transition,Equal - mean Way et al. (2022),184.16177900843607
14907,slow transition,Equal - mean Way et al. (2022),178.022012414563
14908,slow transition,Equal - mean Way et al. (2022),214.32868417275606
14909,slow transition,Equal - mean Way et al. (2022),197.27400740493025
14910,slow transition,Equal - mean Way et al. (2022),190.14296134695138
14911,slow transition,Equal - mean Way et al. (2022),206.6210303365337
14912,slow transition,Equal - mean Way et al. (2022),195.33167490084955
14913,slow transition,Equal - mean Way et al. (2022),188.18748150988003
14914,slow transition,Equal - mean Way et al. (2022),208.55159700955411
14915,slow transition,Equal - mean Way et al. (2022),171.19370262098303
14916,slow transition,Equal - mean Way et al. (2022),172.48786137897963
14917,slow transition,Equal - mean Way et al. (2022),189.18204834058076
14918,slow transition,Equal - mean Way et al. (2022),207.39391477130192
14919,slow transition,Equal - mean Way et al. (2022),166.13452658754193
14920,slow transition,Equal - mean Way et al. (2022),165.19504658550713
14921,slow transition,Equal - mean Way et al. (2022),204.1359741327848
14922,slow transition,Equal - mean Way et al. (2022),187.87319309109057
14923,slow transition,Equal - mean Way et al. (2022),221.27286046691353
14924,slow transition,Equal - mean Way et al. (2022),200.4015952641757
14925,slow transition,Equal - mean Way et al. (2022),187.8024212738918
14926,slow transition,Equal - mean Way et al. (2022),198.87799729596236
14927,slow transition,Equal - mean Way et al. (2022),192.55977423843882
14928,slow transition,Equal - mean Way et al. (2022),210.52320917436992
14929,slow transition,Equal - mean Way et al. (2022),204.7133626918975
14930,slow transition,Equal - mean Way et al. (2022),174.69022005662333
14931,slow transition,Equal - mean Way et al. (2022),186.76536540408287
14932,slow transition,Equal - mean Way et al. (2022),199.84353207522182
14933,slow transition,Equal - mean Way et al. (2022),169.84149547989995
14934,slow transition,Equal - mean Way et al. (2022),184.45328171853058
14935,slow transition,Equal - mean Way et al. (2022),200.28196553089126
14936,slow transition,Equal - mean Way et al. (2022),190.50716350407
14937,slow transition,Equal - mean Way et al. (2022),191.46348441203293
14938,slow transition,Equal - mean Way et al. (2022),166.88696112230906
14939,slow transition,Equal - mean Way et al. (2022),180.78172342800391
14940,slow transition,Equal - mean Way et al. (2022),229.77750175983024
14941,slow transition,Equal - mean Way et al. (2022),165.36854598985613
14942,slow transition,Equal - mean Way et al. (2022),189.3123573415053
14943,slow transition,Equal - mean Way et al. (2022),173.71007867909975
14944,slow transition,Equal - mean Way et al. (2022),203.13996143483013
14945,slow transition,Equal - mean Way et al. (2022),225.51627227865887
14946,slow transition,Equal - mean Way et al. (2022),184.02002671391384
14947,slow transition,Equal - mean Way et al. (2022),172.73702879869856
14948,slow transition,Equal - mean Way et al. (2022),169.69455285025154
14949,slow transition,Equal - mean Way et al. (2022),194.34149127359095
14950,slow transition,Equal - mean Way et al. (2022),180.684509386019
14951,slow transition,Equal - mean Way et al. (2022),199.7772324578416
14952,slow transition,Equal - mean Way et al. (2022),214.49449360310555
14953,slow transition,Equal - mean Way et al. (2022),198.6998655409372
14954,slow transition,Equal - mean Way et al. (2022),176.40981959748214
14955,slow transition,Equal - mean Way et al. (2022),185.5334691464675
14956,slow transition,Equal - mean Way et al. (2022),183.85246896932313
14957,slow transition,Equal - mean Way et al. (2022),200.47989545456713
14958,slow transition,Equal - mean Way et al. (2022),228.52087076646112
14959,slow transition,Equal - mean Way et al. (2022),176.59371845498572
14960,slow transition,Equal - mean Way et al. (2022),213.4380541711015
14961,slow transition,Equal - mean Way et al. (2022),195.57115436915643
14962,slow transition,Equal - mean Way et al. (2022),175.223532832743
14963,slow transition,Equal - mean Way et al. (2022),200.1762012985397
14964,slow transition,Equal - mean Way et al. (2022),186.583712449078
14965,slow transition,Equal - mean Way et al. (2022),182.4660192018064
14966,slow transition,Equal - mean Way et al. (2022),202.67899786290482
14967,slow transition,Equal - mean Way et al. (2022),218.19260269896495
14968,slow transition,Equal - mean Way et al. (2022),162.0573758294906
14969,slow transition,Equal - mean Way et al. (2022),229.21331558987413
14970,slow transition,Equal - mean Way et al. (2022),199.3864865269429
14971,slow transition,Equal - mean Way et al. (2022),178.1920339356183
14972,slow transition,Equal - mean Way et al. (2022),167.02433325942766
14973,slow transition,Equal - mean Way et al. (2022),230.18112309879237
