,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
2845,no transition,"Technology-mean - PCDB-Energy, no nuclear",190.3908217480343
2846,no transition,"Technology-mean - PCDB-Energy, no nuclear",230.962721131654
2847,no transition,"Technology-mean - PCDB-Energy, no nuclear",230.69708286614406
2848,no transition,"Technology-mean - PCDB-Energy, no nuclear",153.35644183370752
2849,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.14335356405715
2850,no transition,"Technology-mean - PCDB-Energy, no nuclear",163.8675014606118
2851,no transition,"Technology-mean - PCDB-Energy, no nuclear",210.50079398996326
2852,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.11604402440668
2853,no transition,"Technology-mean - PCDB-Energy, no nuclear",159.8293715448501
2854,no transition,"Technology-mean - PCDB-Energy, no nuclear",212.73709480518292
2855,no transition,"Technology-mean - PCDB-Energy, no nuclear",193.7579756833908
2856,no transition,"Technology-mean - PCDB-Energy, no nuclear",160.6303321445915
2857,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.142254272541
2858,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.1249828018118
2859,no transition,"Technology-mean - PCDB-Energy, no nuclear",208.77871535723892
2860,no transition,"Technology-mean - PCDB-Energy, no nuclear",202.9254388196845
2861,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.81513925727913
2862,no transition,"Technology-mean - PCDB-Energy, no nuclear",190.01674354646843
2863,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.875380606666
2864,no transition,"Technology-mean - PCDB-Energy, no nuclear",172.60300979488093
2865,no transition,"Technology-mean - PCDB-Energy, no nuclear",205.1747814392637
2866,no transition,"Technology-mean - PCDB-Energy, no nuclear",192.42477669159217
2867,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.13108155435933
2868,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.63116222424813
2869,no transition,"Technology-mean - PCDB-Energy, no nuclear",179.85562268596072
2870,no transition,"Technology-mean - PCDB-Energy, no nuclear",222.50642762229938
2871,no transition,"Technology-mean - PCDB-Energy, no nuclear",200.9457934089801
2872,no transition,"Technology-mean - PCDB-Energy, no nuclear",164.74167077140086
2873,no transition,"Technology-mean - PCDB-Energy, no nuclear",168.0437337119939
2874,no transition,"Technology-mean - PCDB-Energy, no nuclear",221.90461556892396
2875,no transition,"Technology-mean - PCDB-Energy, no nuclear",253.40208125791338
2876,no transition,"Technology-mean - PCDB-Energy, no nuclear",172.59408901943328
2877,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.15703951865282
2878,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.03366067798723
2879,no transition,"Technology-mean - PCDB-Energy, no nuclear",170.95133590781126
2880,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.609088895507
2881,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.07769645934815
2882,no transition,"Technology-mean - PCDB-Energy, no nuclear",175.10025139195682
2883,no transition,"Technology-mean - PCDB-Energy, no nuclear",178.30249379123399
2884,no transition,"Technology-mean - PCDB-Energy, no nuclear",215.98099936660068
2885,no transition,"Technology-mean - PCDB-Energy, no nuclear",209.42945746667982
2886,no transition,"Technology-mean - PCDB-Energy, no nuclear",179.36302623603643
2887,no transition,"Technology-mean - PCDB-Energy, no nuclear",160.44279523955902
2888,no transition,"Technology-mean - PCDB-Energy, no nuclear",172.50705954965125
2889,no transition,"Technology-mean - PCDB-Energy, no nuclear",222.2980472323473
2890,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.1897245677725
2891,no transition,"Technology-mean - PCDB-Energy, no nuclear",225.0398881843676
2892,no transition,"Technology-mean - PCDB-Energy, no nuclear",213.74735978666274
2893,no transition,"Technology-mean - PCDB-Energy, no nuclear",202.56859429929756
2894,no transition,"Technology-mean - PCDB-Energy, no nuclear",166.06159142392218
2895,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.2342329143225
2896,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.0992087359283
2897,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.77644398339794
2898,no transition,"Technology-mean - PCDB-Energy, no nuclear",193.59879653216916
2899,no transition,"Technology-mean - PCDB-Energy, no nuclear",200.56630580469988
2900,no transition,"Technology-mean - PCDB-Energy, no nuclear",193.64756901636446
2901,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.25921753532944
2902,no transition,"Technology-mean - PCDB-Energy, no nuclear",173.62451862318682
2903,no transition,"Technology-mean - PCDB-Energy, no nuclear",211.05232700027892
2904,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.44987354949825
2905,no transition,"Technology-mean - PCDB-Energy, no nuclear",170.15711923325418
2906,no transition,"Technology-mean - PCDB-Energy, no nuclear",198.87358725112782
2907,no transition,"Technology-mean - PCDB-Energy, no nuclear",208.35734455297424
2908,no transition,"Technology-mean - PCDB-Energy, no nuclear",165.33722764793825
2909,no transition,"Technology-mean - PCDB-Energy, no nuclear",195.84027108436044
2910,no transition,"Technology-mean - PCDB-Energy, no nuclear",212.17769444273281
2911,no transition,"Technology-mean - PCDB-Energy, no nuclear",220.50028305895725
2912,no transition,"Technology-mean - PCDB-Energy, no nuclear",204.0891191241285
2913,no transition,"Technology-mean - PCDB-Energy, no nuclear",190.90332969008463
2914,no transition,"Technology-mean - PCDB-Energy, no nuclear",207.6712252318635
2915,no transition,"Technology-mean - PCDB-Energy, no nuclear",206.98940145887934
2916,no transition,"Technology-mean - PCDB-Energy, no nuclear",213.30522760335336
2917,no transition,"Technology-mean - PCDB-Energy, no nuclear",156.6169604293541
2918,no transition,"Technology-mean - PCDB-Energy, no nuclear",181.65694569035372
2919,no transition,"Technology-mean - PCDB-Energy, no nuclear",206.84919785766832
2920,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.39046667723102
2921,no transition,"Technology-mean - PCDB-Energy, no nuclear",183.4787586765698
2922,no transition,"Technology-mean - PCDB-Energy, no nuclear",164.59376835852606
2923,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.1403893472722
2924,no transition,"Technology-mean - PCDB-Energy, no nuclear",239.881762285968
2925,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.20871386543718
2926,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.90186258231836
2927,no transition,"Technology-mean - PCDB-Energy, no nuclear",198.21333603701686
2928,no transition,"Technology-mean - PCDB-Energy, no nuclear",209.85711822530055
2929,no transition,"Technology-mean - PCDB-Energy, no nuclear",173.26159465888693
2930,no transition,"Technology-mean - PCDB-Energy, no nuclear",179.12226810007044
2931,no transition,"Technology-mean - PCDB-Energy, no nuclear",191.63858481537062
2932,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.322418008805
2933,no transition,"Technology-mean - PCDB-Energy, no nuclear",198.8406610673333
2934,no transition,"Technology-mean - PCDB-Energy, no nuclear",181.9539770411473
2935,no transition,"Technology-mean - PCDB-Energy, no nuclear",193.24640094792895
2936,no transition,"Technology-mean - PCDB-Energy, no nuclear",203.33670937205167
2937,no transition,"Technology-mean - PCDB-Energy, no nuclear",205.5787008890328
2938,no transition,"Technology-mean - PCDB-Energy, no nuclear",199.4265954974883
2939,no transition,"Technology-mean - PCDB-Energy, no nuclear",189.24059992213515
2940,no transition,"Technology-mean - PCDB-Energy, no nuclear",195.1792701618495
2941,no transition,"Technology-mean - PCDB-Energy, no nuclear",189.631837069878
2942,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.82099758542836
2943,no transition,"Technology-mean - PCDB-Energy, no nuclear",178.9847767187668
2944,no transition,"Technology-mean - PCDB-Energy, no nuclear",192.92270437532687
2945,no transition,"Technology-mean - PCDB-Energy, no nuclear",187.32875414098473
2946,no transition,"Technology-mean - PCDB-Energy, no nuclear",240.21410824887155
2947,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.29041336229875
2948,no transition,"Technology-mean - PCDB-Energy, no nuclear",220.40426028848813
2949,no transition,"Technology-mean - PCDB-Energy, no nuclear",200.40649065452402
2950,no transition,"Technology-mean - PCDB-Energy, no nuclear",215.42403241856135
2951,no transition,"Technology-mean - PCDB-Energy, no nuclear",191.8376998837708
2952,no transition,"Technology-mean - PCDB-Energy, no nuclear",196.0612791716633
2953,no transition,"Technology-mean - PCDB-Energy, no nuclear",188.39613233328504
2954,no transition,"Technology-mean - PCDB-Energy, no nuclear",211.41744049031888
2955,no transition,"Technology-mean - PCDB-Energy, no nuclear",211.05338242962793
2956,no transition,"Technology-mean - PCDB-Energy, no nuclear",218.33165606700982
2957,no transition,"Technology-mean - PCDB-Energy, no nuclear",173.14520594126225
2958,no transition,"Technology-mean - PCDB-Energy, no nuclear",175.7626499445887
2959,no transition,"Technology-mean - PCDB-Energy, no nuclear",202.87275866775744
2960,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.7314025597282
2961,no transition,"Technology-mean - PCDB-Energy, no nuclear",204.48532151400744
2962,no transition,"Technology-mean - PCDB-Energy, no nuclear",167.57580755284084
2963,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.6500060858608
2964,no transition,"Technology-mean - PCDB-Energy, no nuclear",192.6835127210957
2965,no transition,"Technology-mean - PCDB-Energy, no nuclear",162.38195669505362
2966,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.17750898683477
2967,no transition,"Technology-mean - PCDB-Energy, no nuclear",179.79191310200147
2968,no transition,"Technology-mean - PCDB-Energy, no nuclear",157.98194928157778
2969,no transition,"Technology-mean - PCDB-Energy, no nuclear",212.884039068299
2970,no transition,"Technology-mean - PCDB-Energy, no nuclear",156.16431462372796
2971,no transition,"Technology-mean - PCDB-Energy, no nuclear",197.10244479541655
2972,no transition,"Technology-mean - PCDB-Energy, no nuclear",154.77917984985962
2973,no transition,"Technology-mean - PCDB-Energy, no nuclear",223.06497319646732
2974,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.31464723541424
2975,no transition,"Technology-mean - PCDB-Energy, no nuclear",211.84069305950013
2976,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.6833921703498
2977,no transition,"Technology-mean - PCDB-Energy, no nuclear",208.30347923275505
2978,no transition,"Technology-mean - PCDB-Energy, no nuclear",190.7060805967687
2979,no transition,"Technology-mean - PCDB-Energy, no nuclear",171.73784348448748
2980,no transition,"Technology-mean - PCDB-Energy, no nuclear",173.81965785737984
2981,no transition,"Technology-mean - PCDB-Energy, no nuclear",157.29571415542406
2982,no transition,"Technology-mean - PCDB-Energy, no nuclear",218.09546743532607
2983,no transition,"Technology-mean - PCDB-Energy, no nuclear",224.3323447607211
2984,no transition,"Technology-mean - PCDB-Energy, no nuclear",188.36217211154263
2985,no transition,"Technology-mean - PCDB-Energy, no nuclear",188.832212016481
2986,no transition,"Technology-mean - PCDB-Energy, no nuclear",197.53833307466343
2987,no transition,"Technology-mean - PCDB-Energy, no nuclear",178.39804979430394
2988,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.01297077709313
2989,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.78247087446272
2990,no transition,"Technology-mean - PCDB-Energy, no nuclear",222.89997866941758
2991,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.93166985109053
2992,no transition,"Technology-mean - PCDB-Energy, no nuclear",165.0198525773031
2993,no transition,"Technology-mean - PCDB-Energy, no nuclear",143.44015455206753
2994,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.98321362010645
2995,no transition,"Technology-mean - PCDB-Energy, no nuclear",190.33150114290044
2996,no transition,"Technology-mean - PCDB-Energy, no nuclear",187.7607634877152
2997,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.97483016504827
2998,no transition,"Technology-mean - PCDB-Energy, no nuclear",168.31359238575803
2999,no transition,"Technology-mean - PCDB-Energy, no nuclear",261.32668963764974
3000,no transition,Technology-mean - PCDB-Energy,168.01383563040216
3001,no transition,Technology-mean - PCDB-Energy,185.6977197236113
3002,no transition,Technology-mean - PCDB-Energy,205.24543096457367
3003,no transition,Technology-mean - PCDB-Energy,207.19009601116645
3004,no transition,Technology-mean - PCDB-Energy,199.98824609965004
3005,no transition,Technology-mean - PCDB-Energy,197.83032534170437
3006,no transition,Technology-mean - PCDB-Energy,189.46732618555387
3007,no transition,Technology-mean - PCDB-Energy,153.0931220369036
3008,no transition,Technology-mean - PCDB-Energy,198.56674534303275
3009,no transition,Technology-mean - PCDB-Energy,221.69060799632373
3010,no transition,Technology-mean - PCDB-Energy,197.37230990632014
3011,no transition,Technology-mean - PCDB-Energy,179.47037830759362
3012,no transition,Technology-mean - PCDB-Energy,183.11903024872686
3013,no transition,Technology-mean - PCDB-Energy,176.51926142864212
3014,no transition,Technology-mean - PCDB-Energy,174.89302921607447
3015,no transition,Technology-mean - PCDB-Energy,211.33166254839767
3016,no transition,Technology-mean - PCDB-Energy,197.74809318180323
3017,no transition,Technology-mean - PCDB-Energy,180.02063849966706
3018,no transition,Technology-mean - PCDB-Energy,204.8332248643708
3019,no transition,Technology-mean - PCDB-Energy,204.70577098009903
3020,no transition,Technology-mean - PCDB-Energy,192.85252683769676
3021,no transition,Technology-mean - PCDB-Energy,219.5526527988318
3022,no transition,Technology-mean - PCDB-Energy,234.34831408733905
3023,no transition,Technology-mean - PCDB-Energy,197.15287939179947
3024,no transition,Technology-mean - PCDB-Energy,239.12802731470106
3025,no transition,Technology-mean - PCDB-Energy,180.31150836680385
3026,no transition,Technology-mean - PCDB-Energy,183.2726070596088
3027,no transition,Technology-mean - PCDB-Energy,179.47489876772093
3028,no transition,Technology-mean - PCDB-Energy,206.6236917431533
3029,no transition,Technology-mean - PCDB-Energy,257.4524591511223
3030,no transition,Technology-mean - PCDB-Energy,185.48429175816494
3031,no transition,Technology-mean - PCDB-Energy,191.948432713172
3032,no transition,Technology-mean - PCDB-Energy,168.2595710101225
3033,no transition,Technology-mean - PCDB-Energy,196.1852621036188
